Epoch;Loss Train;Loss Valid;TP;TN;FP;FN;Accuracy;Precision;Sensitivity;Specificity;F1 Score;TP Val;TN Val;FP Val;FN Val;Accuracy Valid;Precision Valid;Sensitivity Valid;Specificity Valid;F1 Score Valid
80;0.011586036;0.009934914;224610217;6972842115;57517079;251030589;0.9588931963762324;0.7961307543953493;0.47222655030148947;0.9918187567074684;0.592820458942992;31978145;1413827535;7888479;47305841;0.9632283011325783;0.8021282414081513;0.403336746969306;0.9944514383165695;0.5367684647187286
