Epoch;Loss Train;Loss Valid;TP;TN;FP;FN;Accuracy;Precision;Sensitivity;Specificity;F1 Score;TP Val;TN Val;FP Val;FN Val;Accuracy Valid;Precision Valid;Sensitivity Valid;Specificity Valid;F1 Score Valid
100;0.0046324157;0.0038887835;344087672;6919563770;110815464;131533094;0.9677126887823075;0.7563976696788478;0.723449640127782;0.9842376264051191;0.7395568695450877;57013722;1401679672;20036342;22270264;0.9718143864090606;0.7399568415673218;0.7191076644405845;0.9859069309182024;0.7293832917397073
